image_name,is_cropped,total_area,roi_area,processing_time
image.8060_with_target,True,5,5,-1740975887162.8335
image.3350_with_target,True,1372,1372,-1740975887161.8523
image.9142_with_target,True,426,426,-1740975887162.6545
image.0780_with_target,True,279,279,-1740975887162.7332
image.1610_with_target,True,1370,1370,-1740975887162.8225
image.2055_with_target,True,422,422,-1740975887162.2856
image.3102_with_target,True,178,178,-1740975887162.704
image.5060_with_target,True,299,299,-1740975887162.7573
image.4425_with_target,True,5,5,-1740975887162.0762
image.5981_with_target,True,242,242,-1740975887162.6072
image.3825_with_target,True,1397,1397,-1740975887162.8474
image.6051_with_target,True,25,25,-1740975887162.8535
image.6565_with_target,True,128,128,-1740975887162.4187
image.8614_with_target,True,1378,1378,-1740975887162.8252
image.7728_with_target,True,96,96,-1740975887162.7314
image.3264_with_target,True,13,13,-1740975887162.6658
image.8255_with_target,True,5,5,-1740975887162.764
image.3354_with_target,True,5,5,-1740975887162.7917
image.4408_with_target,True,500,500,-1740975887162.7866
image.5958_with_target,True,194,194,-1740975887162.8125
image.5755_with_target,True,5,5,-1740975887162.7485
image.9096_with_target,True,161,161,-1740975887162.5574
image.5068_with_target,True,1369,1369,-1740975887162.8018
image.7158_with_target,True,5,5,-1740975887162.5454
image.4247_with_target,True,611,611,-1740975887162.8354
image.9169_with_target,True,146,146,-1740975887162.8289
image.4312_with_target,True,5,5,-1740975887162.8386
image.8572_with_target,True,1421,1421,-1740975887162.7532
image.8876_with_target,True,1223,1223,-1740975887162.754
image.8599_with_target,True,643,643,-1740975887162.82
image.4280_with_target,True,20,20,-1740975887162.8223
image.9972_with_target,True,51,51,-1740975887162.731
image.4259_with_target,True,549,549,-1740975887162.8694
image.1278_with_target,True,1395,1395,-1740975887162.561
image.4929_with_target,True,537,537,-1740975887162.8142
image.9258_with_target,True,18,18,-1740975887162.7395
image.7180_with_target,True,270,270,-1740975887162.8457
image.4896_with_target,True,1376,1376,-1740975887162.744
image.3030_with_target,True,1420,1420,-1740975887162.734
image.5152_with_target,True,1392,1392,-1740975887162.8667
image.2782_with_target,True,5,5,-1740975887162.608
image.4505_with_target,True,1438,1438,-1740975887162.6025
image.7026_with_target,True,5,5,-1740975887162.8242
image.2966_with_target,True,5,5,-1740975887162.8425
image.0796_with_target,True,83,83,-1740975887162.765
image.6757_with_target,True,5,5,-1740975887162.847
image.8383_with_target,True,5,5,-1740975887162.8157
image.3799_with_target,True,24,24,-1740975887162.76
image.7248_with_target,True,29,29,-1740975887162.7483
image.6937_with_target,True,307,307,-1740975887162.8455
image.2607_with_target,True,576,576,-1740975887162.825
image.6131_with_target,True,1431,1431,-1740975887162.8533
image.8006_with_target,True,5,5,-1740975887162.8542
image.5538_with_target,True,5,5,-1740975887162.8335
image.1066_with_target,True,5,5,-1740975887162.889
image.0615_with_target,True,83,83,-1740975887162.7283
image.3832_with_target,True,5,5,-1740975887162.7573
image.9170_with_target,True,144,144,-1740975887162.7322
image.8894_with_target,True,106,106,-1740975887162.8027
image.7223_with_target,True,5,5,-1740975887162.851
image.7737_with_target,True,1488,1488,-1740975887162.7734
image.8672_with_target,True,1428,1428,-1740975887162.7402
image.1925_with_target,True,144,144,-1740975887162.749
image.0858_with_target,True,468,468,-1740975887162.734
image.8902_with_target,True,563,563,-1740975887162.4639
image.0711_with_target,True,100,100,-1740975887161.6418
image.4412_with_target,True,5,5,-1740975887162.8477
image.3279_with_target,True,61,61,-1740975887162.825
image.9027_with_target,True,8,8,-1740975887162.8306
image.3543_with_target,True,13,13,-1740975887162.5312
image.1045_with_target,True,97,97,-1740975887162.7563
image.7703_with_target,True,475,475,-1740975887162.8032
image.0873_with_target,True,1428,1428,-1740975887162.8623
image.7848_with_target,True,1389,1389,-1740975887162.8186
image.5777_with_target,True,180,180,-1740975887162.7505
image.7489_with_target,True,451,451,-1740975887162.821
image.0394_with_target,True,30,30,-1740975887162.8325
image.0404_with_target,True,5,5,-1740975887162.694
image.8435_with_target,True,431,431,-1740975887162.757
image.6237_with_target,True,278,278,-1740975887162.1719
image.9755_with_target,True,54,54,-1740975887162.2964
image.3913_with_target,True,5,5,-1740975887162.8025
image.5957_with_target,True,429,429,-1740975887162.7139
image.2886_with_target,True,1390,1390,-1740975887162.7717
image.1891_with_target,True,394,394,-1740975887162.708
image.3750_with_target,True,1427,1427,-1740975887162.291
image.9776_with_target,True,675,675,-1740975887162.8772
image.5724_with_target,True,5,5,-1740975887162.778
image.2579_with_target,True,5,5,-1740975887162.8474
image.4013_with_target,True,407,407,-1740975887162.7603
image.2444_with_target,True,1286,1286,-1740975887162.834
image.5759_with_target,False,23723,23723,-1740975887161.3362
image.4238_with_target,False,23543,23543,-1740975887161.4238
image.0536_with_target,False,23812,23812,-1740975887161.4585
image.4387_with_target,False,23536,23536,-1740975887161.681
image.4671_with_target,False,23678,23678,-1740975887161.3157
image.8740_with_target,False,23843,23843,-1740975887161.3313
image.1716_with_target,False,21230,21091,-1740975887161.259
image.3212_with_target,False,33151,33151,-1740975887161.3816
image.2633_with_target,False,26016,26016,-1740975887160.9934
image.5874_with_target,False,23009,23009,-1740975887160.0679
image.6613_with_target,False,22871,22871,-1740975887161.278
image.6899_with_target,False,22952,22952,-1740975887160.255
image.5308_with_target,False,24020,24020,-1740975887160.969
image.3598_with_target,False,23738,23738,-1740975887161.209
image.0844_with_target,False,22921,22921,-1740975887160.1572
image.4862_with_target,False,22806,22806,-1740975887161.0618
image.5697_with_target,False,23696,23696,-1740975887161.279
image.4182_with_target,False,23671,23671,-1740975887161.004
image.1617_with_target,False,23816,23816,-1740975887161.1365
image.9670_with_target,False,22882,22882,-1740975887161.1975
image.0719_with_target,False,23805,23805,-1740975887161.1711
image.3649_with_target,False,20948,20948,-1740975887160.3496
image.5485_with_target,False,23120,23120,-1740975887161.1685
image.9126_with_target,False,21381,21381,-1740975887162.0806
image.2223_with_target,False,23908,23908,-1740975887162.049
image.5213_with_target,False,20779,20779,-1740975887162.1216
image.1158_with_target,False,22834,22834,-1740975887161.578
image.5804_with_target,False,22808,22808,-1740975887160.4346
image.0263_with_target,False,23838,23838,-1740975887162.0166
image.2789_with_target,False,22924,22924,-1740975887162.1572
image.9098_with_target,False,21507,21507,-1740975887161.7866
image.3444_with_target,False,23978,23978,-1740975887162.1626
image.0825_with_target,False,23631,23631,-1740975887161.9775
